0.000196453, 0.0147129, 0.0621967, 0.129218, 0.203499, 0.28012, 0.357876, 0.437038, 0.518414, 0.603002, 0.691858, 0.786066, 0.886734, 0.995009, 1.11209, 1.23924, 1.37781, 1.52924, 1.69511, 1.87711, 2.07709, 2.29707, 2.53928, 2.80615, 3.10034, 3.42481, 3.7828, 4.17788, 4.614, 5.0955, 5.62718, 6.21435, 6.86286, 7.57917, 8.37042, 9.2445, 10.2101, 11.2769, 12.4555, 13.7577, 15.1964, 16.7861, 18.5425, 20.4832, 22.6276, 24.997, 27.6152, 30.5082, 33.705, 37.2374, 41.1408, 45.4541, 50.2205, 55.4875, 61.3078, 67.7394, 74.8468, 82.7008, 91.3801, 100.971
0.000196453, 0.0147129, 0.0621967, 0.129218, 0.203499, 0.28012, 0.357876, 0.437038, 0.518414, 0.603002, 0.691858, 0.786066, 0.886734, 0.995009, 1.11209, 1.23924, 1.37781, 1.52924, 1.69511, 1.87711, 2.07709, 2.29707, 2.53928, 2.80615, 3.10034, 3.42481, 3.7828, 4.17788, 4.614, 5.0955, 5.62718, 6.21435, 6.86286, 7.57917, 8.37042, 9.2445, 10.2101, 11.2769, 12.4555, 13.7577, 15.1964, 16.7861, 18.5425, 20.4832, 22.6276, 24.997, 27.6152, 30.5082, 33.705, 37.2374, 41.1408, 45.4541, 50.2205, 55.4875, 61.3078, 67.7394, 74.8468, 82.7008, 91.3801, 100.971
0.000274441, 0.01611, 0.0646734, 0.131933, 0.20605, 0.282382, 0.359833, 0.438711, 0.519838, 0.604209, 0.692878, 0.786923, 0.887452, 0.995606, 1.11258, 1.23964, 1.37813, 1.5295, 1.6953, 1.87725, 2.07718, 2.29712, 2.53929, 2.80612, 3.10029, 3.42473, 3.7827, 4.17776, 4.61385, 5.09533, 5.627, 6.21415, 6.86264, 7.57893, 8.37017, 9.24423, 10.2098, 11.2766, 12.4552, 13.7574, 15.1961, 16.7857, 18.5421, 20.4828, 22.6271, 24.9966, 27.6147, 30.5077, 33.7045, 37.2369, 41.1403, 45.4536, 50.2199, 55.4869, 61.3071, 67.7388, 74.8461, 82.7001, 91.3793, 100.97
0.000453848, 0.0189686, 0.0696425, 0.137347, 0.21113, 0.286881, 0.363723, 0.442039, 0.522668, 0.606608, 0.694904, 0.788628, 0.888879, 0.996792, 1.11356, 1.24044, 1.37877, 1.53, 1.69568, 1.87752, 2.07736, 2.29722, 2.53931, 2.80608, 3.10018, 3.42457, 3.78249, 4.1775, 4.61355, 5.09499, 5.62662, 6.21374, 6.86219, 7.57845, 8.36966, 9.24369, 10.2093, 11.276, 12.4546, 13.7567, 15.1954, 16.785, 18.5413, 20.482, 22.6263, 24.9957, 27.6138, 30.5068, 33.7035, 37.2359, 41.1392, 45.4525, 50.2188, 55.4857, 61.3059, 67.7375, 74.8448, 82.6987, 91.3779, 100.969
0.000785988, 0.0234158, 0.0771329, 0.145434, 0.21869, 0.293569, 0.369502, 0.44698, 0.526871, 0.610169, 0.697911, 0.791158, 0.890996, 0.998553, 1.11501, 1.24162, 1.37971, 1.53074, 1.69624, 1.87792, 2.07762, 2.29736, 2.53934, 2.80601, 3.10002, 3.42433, 3.78217, 4.17712, 4.61311, 5.09449, 5.62606, 6.21312, 6.86153, 7.57774, 8.36889, 9.24288, 10.2084, 11.2751, 12.4536, 13.7557, 15.1944, 16.7839, 18.5402, 20.4808, 22.6251, 24.9944, 27.6125, 30.5054, 33.702, 37.2344, 41.1376, 45.4508, 50.2171, 55.4839, 61.3041, 67.7356, 74.8428, 82.6967, 91.3757, 100.967
0.00135913, 0.029637, 0.0871832, 0.156149, 0.228662, 0.302372, 0.377103, 0.453477, 0.532395, 0.614849, 0.701863, 0.794481, 0.893776, 1.00086, 1.11691, 1.24317, 1.38095, 1.53171, 1.69697, 1.87844, 2.07796, 2.29753, 2.53937, 2.8059, 3.0998, 3.424, 3.78175, 4.1766, 4.61251, 5.09381, 5.62531, 6.2123, 6.86064, 7.57679, 8.36788, 9.2418, 10.2073, 11.2739, 12.4524, 13.7544, 15.193, 16.7824, 18.5387, 20.4792, 22.6234, 24.9927, 27.6107, 30.5035, 33.7001, 37.2323, 41.1355, 45.4487, 50.2148, 55.4816, 61.3016, 67.733, 74.8401, 82.6939, 91.3729, 100.964
0.00231243, 0.0378697, 0.0998354, 0.16943, 0.240949, 0.313194, 0.386437, 0.461451, 0.539173, 0.62059, 0.706709, 0.798555, 0.897184, 1.00369, 1.11924, 1.24506, 1.38247, 1.53289, 1.69786, 1.87908, 2.07836, 2.29773, 2.53939, 2.80577, 3.09952, 3.42359, 3.78121, 4.17596, 4.61176, 5.09296, 5.62437, 6.21128, 6.85953, 7.5756, 8.36661, 9.24046, 10.2059, 11.2724, 12.4508, 13.7527, 15.1912, 16.7806, 18.5368, 20.4773, 22.6214, 24.9905, 27.6084, 30.5012, 33.6977, 37.2298, 41.1329, 45.4459, 50.212, 55.4786, 61.2985, 67.7298, 74.8368, 82.6905, 91.3693, 100.96
0.00385474, 0.0483937, 0.115128, 0.185194, 0.255434, 0.325916, 0.397396, 0.470807, 0.547122, 0.627321, 0.712389, 0.803329, 0.901174, 1.00701, 1.12196, 1.24727, 1.38423, 1.53426, 1.69889, 1.8798, 2.07882, 2.29796, 2.5394, 2.80559, 3.09917, 3.42308, 3.78056, 4.17518, 4.61086, 5.09195, 5.62325, 6.21005, 6.85821, 7.57418, 8.3651, 9.23885, 10.2042, 11.2706, 12.4489, 13.7508, 15.1892, 16.7785, 18.5345, 20.4749, 22.6189, 24.988, 27.6058, 30.4984, 33.6948, 37.2268, 41.1298, 45.4427, 50.2086, 55.4751, 61.2949, 67.726, 74.8329, 82.6864, 91.365, 100.956
0.00628787, 0.0615188, 0.133086, 0.203336, 0.271975, 0.340395, 0.40985, 0.481433, 0.556147, 0.634961, 0.718833, 0.808742, 0.905695, 1.01075, 1.12504, 1.24977, 1.38622, 1.5358, 1.70004, 1.88061, 2.07932, 2.29818, 2.53939, 2.80536, 3.09874, 3.42248, 3.7798, 4.17426, 4.6098, 5.09076, 5.62194, 6.20862, 6.85666, 7.57252, 8.36334, 9.23698, 10.2022, 11.2686, 12.4467, 13.7485, 15.1868, 16.776, 18.5319, 20.4722, 22.6161, 24.985, 27.6027, 30.4952, 33.6914, 37.2233, 41.1262, 45.4389, 50.2047, 55.471, 61.2907, 67.7216, 74.8283, 82.6816, 91.3601, 100.95
0.0100328, 0.0775685, 0.153714, 0.223725, 0.290405, 0.35647, 0.423655, 0.493201, 0.566138, 0.643414, 0.72596, 0.814724, 0.910689, 1.01489, 1.12844, 1.25251, 1.3884, 1.53748, 1.70129, 1.88147, 2.07985, 2.29841, 2.53935, 2.80507, 3.09824, 3.42178, 3.77891, 4.1732, 4.60859, 5.0894, 5.62044, 6.20699, 6.85491, 7.57064, 8.36133, 9.23486, 10.1999, 11.2662, 12.4443, 13.7459, 15.1841, 16.7731, 18.529, 20.4691, 22.6128, 24.9817, 27.5992, 30.4915, 33.6876, 37.2194, 41.1221, 45.4346, 50.2002, 55.4664, 61.2858, 67.7166, 74.8231, 82.6762, 91.3545, 100.945
