-5.81435e-06, -8.45731e-06, -1.9434e-06, 0.000108471, 0.000232978, 0.000329086, -0.000474218, -0.0019294, -0.00399935, -0.00525349, -0.00049825, 0.00964417, 0.0374823, 0.043948, 0.0367827, -0.024805, -0.0684497, -0.106573, -0.126997, -0.10173, -0.0575979, 0.0500304, 0.0944228, 0.123751, 0.131872, 0.115261, 0.0906134, 0.035112, 0.0110369, -0.00801754, -0.0296573, -0.0332779, -0.0333864, -0.0272467, -0.0227619, -0.0181885, -0.0101905, -0.0070945, -0.00464209, -0.00143714, -0.000510129, 8.95816e-05, 0.00062646, 0.000690223, 0.000679137, 0.000544493, 0.000452337, 0.000352775, 0.000145288, 5.35983e-05
-9.38504e-06, -5.61746e-06, -7.54098e-06, 2.53204e-05, 9.4692e-05, 0.000206576, 0.00019488, -0.000381181, -0.00166437, -0.00518252, -0.0049874, -0.00102205, 0.0206523, 0.0335865, 0.0406865, 0.0160625, -0.0173558, -0.0575979, -0.118293, -0.121561, -0.102565, -0.015915, 0.0349811, 0.0793084, 0.126993, 0.127664, 0.115548, 0.0690801, 0.0428859, 0.0189701, -0.0155022, -0.0251597, -0.0302915, -0.0305348, -0.0275542, -0.0236187, -0.0152072, -0.0114576, -0.00825395, -0.00360996, -0.00209021, -0.0010053, 0.000195759, 0.000463514, 0.000591959, 0.00060396, 0.00054549, 0.000466631, 0.000276717, 0.000176127
-7.39578e-14, -1.12669e-06, -3.33601e-06, -1.7577e-06, 2.1759e-05, 8.27627e-05, 0.000270076, 0.000190821, -0.000302996, -0.00312483, -0.00468868, -0.00470862, 0.00631585, 0.0178554, 0.0300144, 0.0347883, 0.018365, -0.0110098, -0.0835056, -0.108415, -0.115518, -0.0703639, -0.0264922, 0.021314, 0.0982061, 0.117555, 0.122417, 0.0973037, 0.0745025, 0.0498788, 0.00632325, -0.00938688, -0.0203642, -0.029707, -0.0296165, -0.0275182, -0.0203276, -0.0163701, -0.0126615, -0.00666168, -0.0044715, -0.00278879, -0.000677102, -9.58893e-05, 0.000264466, 0.000552466, 0.000566689, 0.000533914, 0.000391998, 0.000300529
5.67762e-05, 1.26341e-05, 6.05513e-06, -3.17075e-06, -7.42157e-07, 1.90909e-05, 0.000162407, 0.000244298, 0.000184984, -0.00123182, -0.00275709, -0.00423467, -0.00172297, 0.0050091, 0.0153813, 0.0344827, 0.0334119, 0.0200172, -0.0392691, -0.0732132, -0.0988179, -0.100532, -0.0743559, -0.0354384, 0.0514862, 0.0856922, 0.107728, 0.112459, 0.0988285, 0.0788582, 0.0334206, 0.0132045, -0.00323809, -0.0231884, -0.0272659, -0.0283126, -0.0245102, -0.0210888, -0.0173895, -0.0105023, -0.00767886, -0.00535698, -0.00213742, -0.00112887, -0.000429433, 0.000305792, 0.000452884, 0.00051029, 0.000467216, 0.000401285
0.000212795, 5.63279e-05, 2.94381e-05, 6.36662e-06, 4.13969e-07, 9.34033e-07, 6.38571e-05, 0.00014413, 0.000220831, -0.000182887, -0.0010566, -0.00242964, -0.00413808, -0.0019373, 0.00390099, 0.0237771, 0.0315821, 0.0318701, -0.00116667, -0.0316405, -0.063744, -0.1023, -0.098062, -0.0769879, -0.00190532, 0.038939, 0.0735406, 0.109502, 0.109348, 0.0992448, 0.0613736, 0.0398034, 0.0197841, -0.0101783, -0.0191855, -0.0244745, -0.0264174, -0.0245258, -0.0216236, -0.0147992, -0.0115553, -0.00868099, -0.00429126, -0.00276424, -0.00162242, -0.000244194, 0.000115493, 0.000327093, 0.000466298, 0.000450528
0.000473584, 0.000147066, 8.18082e-05, 2.5507e-05, 1.26674e-05, 4.56397e-06, 1.61956e-05, 5.65599e-05, 0.000128069, 0.000169883, -0.000137496, -0.000904361, -0.00343762, -0.00385579, -0.00208141, 0.0112777, 0.0210776, 0.0288333, 0.0217598, 0.00254067, -0.0249333, -0.0807685, -0.0954122, -0.0948567, -0.0488913, -0.0115206, 0.0273673, 0.0875717, 0.102158, 0.105371, 0.084483, 0.0658414, 0.045558, 0.00883511, -0.00493432, -0.0149606, -0.0246349, -0.0253671, -0.0242496, -0.0189266, -0.0156959, -0.0125378, -0.00715192, -0.00507728, -0.00342324, -0.0012166, -0.000553445, -0.000107135, 0.000333708, 0.000407096
0.000625854, 0.000260171, 0.000158795, 5.67726e-05, 3.3614e-05, 1.84035e-05, 5.47914e-06, 1.56408e-05, 5.04299e-05, 0.00018024, 0.000161344, -9.99617e-05, -0.00187976, -0.00309014, -0.0035801, 0.00218094, 0.00959201, 0.0186337, 0.0284921, 0.0220169, 0.00556505, -0.0471964, -0.0724202, -0.0884931, -0.0788273, -0.0536349, -0.0198728, 0.0507527, 0.0775285, 0.0944233, 0.0971158, 0.0858398, 0.0694567, 0.0317735, 0.0146134, 0.00031715, -0.0180147, -0.022316, -0.0240011, -0.021973, -0.0194149, -0.016456, -0.0105794, -0.00803625, -0.00587337, -0.0027182, -0.00166553, -0.000898027, -7.31459e-06, 0.000210873
3.14063e-12, 0.000240901, 0.000190433, 9.03629e-05, 5.85562e-05, 3.71671e-05, 1.17571e-05, 7.5202e-06, 1.52958e-05, 0.00010157, 0.00016278, 0.000152496, -0.000657783, -0.00165028, -0.00277371, -0.00220772, 0.00152612, 0.00811677, 0.023817, 0.0267357, 0.021959, -0.0139821, -0.0400597, -0.0645668, -0.0868399, -0.0783383, -0.0572162, 0.00722591, 0.0402773, 0.067669, 0.0953374, 0.0947645, 0.0863011, 0.0550611, 0.0370774, 0.0201341, -0.00608419, -0.0144395, -0.0197202, -0.0228334, -0.0217765, -0.0197018, -0.0142266, -0.011446, -0.0088947, -0.00480808, -0.0033101, -0.00214702, -0.000648972, -0.000217092
-0.00253796, -0.000297737, -3.215e-05, 7.10414e-05, 6.20392e-05, 4.72484e-05, 2.18077e-05, 1.28812e-05, 8.61012e-06, 4.05578e-05, 9.05653e-05, 0.000146948, -4.38957e-05, -0.000558747, -0.00144693, -0.00305764, -0.00220992, 0.000983613, 0.0144412, 0.0215535, 0.024976, 0.00989707, -0.00959332, -0.0336332, -0.0749158, -0.0822854, -0.0770954, -0.0330504, -0.00134739, 0.0304897, 0.0783058, 0.0895302, 0.0916884, 0.0742046, 0.058779, 0.0418676, 0.0105867, -0.00154942, -0.0106984, -0.020401, -0.0217096, -0.0213313, -0.0175123, -0.0149039, -0.0122387, -0.00745344, -0.00551745, -0.00392329, -0.00168553, -0.000966662
-0.00778792, -0.00194351, -0.000891432, -0.000136227, -3.19062e-05, 8.47848e-06, 2.07504e-05, 1.62395e-05, 1.0946e-05, 1.35328e-05, 3.61296e-05, 8.06364e-05, 0.000134505, -2.35028e-05, -0.000473213, -0.00222532, -0.00281393, -0.00218233, 0.00570927, 0.0126579, 0.0194515, 0.0211283, 0.011352, -0.00583769, -0.0504039, -0.0683948, -0.0775122, -0.0613605, -0.0380237, -0.00894747, 0.0488796, 0.0701557, 0.0833513, 0.0848043, 0.0753989, 0.0618055, 0.030194, 0.0154893, 0.00297537, -0.0138431, -0.0182149, -0.0203258, -0.0196447, -0.0177873, -0.0154528, -0.010483, -0.0082156, -0.0062263, -0.00319049, -0.00212306
